name,city,rating,num_of_reviews,category
Mi Lindo Apatzingan #2,Riverside,1.6,26,['Mexican restaurant']
Taco Bell,Alameda,0.9,72,['Mexican restaurant']
Tacos Panchito,Corona,2.0,46,['Mexican restaurant']
Vallarta#2,Corona,2.6,20,['Mexican restaurant']
Taqueria Michoacan,Chino,1.9,13,['Mexican restaurant']
San Juan Rotisserie Pollo,Chino Hills,2.8,64,['Mexican restaurant']
Zendeja's Mexican Grill,Chino,2.5,17,['Mexican restaurant']
Taco's San Pedro,Yorba Linda,2.3,73,"['Mexican restaurant', 'Latin American restaurant']"
El Torito,Burbank,1.4,31,['Mexican restaurant']
Acai Republic,Fullerton,3.3,10,['Brazilian restaurant']
Burritos Santana,Anaheim,2.4,10,['Mexican restaurant']
Cervantes Mexican Food,Anaheim,2.3,32,['Mexican restaurant']
Pacos Grill-Tacos,Anaheim,2.6,13,['Mexican restaurant']
Del Taco,Bakersfield,1.6,686,['Mexican restaurant']
Taqueria El Viejon,Anaheim,3.1,10,['Mexican restaurant']
La Primavera,Orange,2.3,26,['Mexican restaurant']
El Ranchito Autentica Comida Mexicana,Anaheim,2.8,13,['Mexican restaurant']
Chipotle Mexican Grill,Anaheim,2.3,11,['Mexican restaurant']
Deli-icious Cafe,Anaheim,2.1,14,['Mexican restaurant']
Taquería at Tortilla Jo's,Anaheim,2.1,23,['Mexican restaurant']
Rancho del Zocalo Restaurante,Anaheim,2.2,181,"['Mexican restaurant', 'Latin American restaurant']"
Martinez Monkey Tacos,Anaheim,2.5,12,['Mexican restaurant']
La Casita OC,Orange,3.0,22,['Mexican restaurant']
Maria's Restaurant Mexican Food,Garden Grove,1.5,27,['Mexican restaurant']
El Michoacano,Santa Ana,2.3,122,['Mexican restaurant']
El Indio Tortillas Factory,Santa Ana,2.2,83,['Mexican restaurant']
Tacos Y Mariscos El Picante,Santa Ana,2.1,57,['Mexican restaurant']
Taqueria Chicolandia,Santa Ana,1.7,64,['Mexican restaurant']
Tacos y Birria Miguelito #1,Santa Ana,2.2,95,['Mexican restaurant']
Tacos L Beso truck,Santa Ana,2.6,13,['Mexican restaurant']
Restaurant Acapulco 2,Santa Ana,1.6,166,"['Mexican restaurant', 'Latin American restaurant']"
Marielas Tacos,Garden Grove,2.1,26,['Mexican restaurant']
El Rey Del Marisco,Santa Ana,1.9,89,['Mexican restaurant']
Tropicocina Grill,Santa Ana,2.1,37,['Mexican restaurant']
Tacos El Catracho,Santa Ana,2.4,19,['Mexican restaurant']
Taqueria La Fiesta,Novato,1.8,11,"['Mexican restaurant', 'Latin American restaurant']"
La Rinconada Mexican Restaurant,Santa Ana,2.2,49,['Mexican restaurant']
El Rincon Mexicano,Santa Ana,1.9,40,['Mexican restaurant']
Taqueria Mexico,Garden Grove,1.9,18,['Mexican restaurant']
Taco Perron,Santa Ana,2.3,40,['Mexican restaurant']
El Paraiso Food Truck,Santa Ana,2.3,37,['Mexican restaurant']
Reyna Market,Santa Ana,1.7,35,['Mexican restaurant']
Mariscos Pueblo Culiche,Santa Ana,2.6,27,['Mexican restaurant']
LA REYNA RESTAURANT,Santa Ana,1.7,10,['Mexican restaurant']
Casa Del Rey,Santa Ana,1.1,67,['Mexican restaurant']
Taco Camilas,Santa Ana,2.3,60,['Mexican restaurant']
Mariscos Valencia Restaurant,Tustin,2.4,92,['Mexican restaurant']
El Zocalo Mexican Steakhouse,Santa Ana,1.4,35,['Mexican restaurant']
El Pollo Norteño,Santa Ana,1.9,166,['Mexican restaurant']
El Ensenada Express,Santa Ana,1.3,10,"['Mexican restaurant', 'Latin American restaurant']"
Tacos Radioactivos,Santa Ana,2.0,12,['Mexican restaurant']
Troca De Tacos La Cascada,Santa Ana,2.0,167,['Mexican restaurant']
Tito's LaEspecial,Santa Ana,2.1,555,['Mexican restaurant']
Tacos Gallo Loco,Santa Ana,1.6,15,['Mexican restaurant']
La Costenita Mexican Food,Santa Ana,1.8,33,['Mexican restaurant']
1st Street Burger House,Santa Ana,2.6,34,['Mexican restaurant']
Los Escalera's Taco Shop,Orange,2.3,52,['Mexican restaurant']
QDOBA Mexican Eats,Orange,0.8,25,['Mexican restaurant']
Taqueria HOY!,Orange,2.0,945,['Mexican restaurant']
Hercules Burgers,Orange,2.2,390,"['Latin American restaurant', 'Mexican restaurant']"
Mariscos Tacos Grill,Orange,1.9,23,"['Mexican restaurant', 'Latin American restaurant']"
Sharky's Woodfired Mexican Grill,Irvine,2.1,12,"['Mexican restaurant', 'Latin American restaurant']"
Tacos El Compita,Costa Mesa,2.9,18,['Mexican restaurant']
Arriba Baja Grill,Costa Mesa,2.1,23,['Mexican restaurant']
El Toro Bravo,Costa Mesa,1.9,330,['Mexican restaurant']
Tacos Cancun,Newport Beach,2.6,30,"['Mexican restaurant', 'Latin American restaurant']"
SOL Mexican Cocina,Newport Beach,2.4,822,['Mexican restaurant']
Fresca's Mexican Grill,Lake Forest,2.1,18,['Mexican restaurant']
Nory's Restaurant,Lake Forest,2.4,65,['Peruvian restaurant']
Taco Bell,Alameda,1.7,377,['Mexican restaurant']
M&C Grill Sports Bar,Trabuco Canyon,2.7,80,['Mexican restaurant']
Morena’s Mexican Cuisine,Mission Viejo,3.2,36,['Mexican restaurant']
Rubio's Coastal Grill,Laguna Niguel,2.2,154,['Mexican restaurant']
Aurora's,Dana Point,2.1,85,['Mexican restaurant']
Chronic Tacos,Dana Point,2.2,20,['Mexican restaurant']
El Maguey Express,San Juan Capistrano,2.5,25,['Mexican restaurant']
Nono's Mexican Restaurant,San Juan Capistrano,2.2,33,['Mexican restaurant']
YBÁ - Authentic Brazilian Açaí & Tapioca Crepes,San Clemente,3.4,21,['Brazilian restaurant']
Gloria's Mexican Food,Costa Mesa,1.8,61,['Mexican restaurant']
El Porton Colombiano Restaurant,Huntington Beach,2.8,107,['Colombian restaurant']
De Oro La Puerta Mexican Restaurant,Huntington Beach,3.4,20,['Mexican restaurant']
Baja Taco House,Huntington Beach,2.8,33,['Mexican restaurant']
El Chamango,El Monte,1.7,67,['Mexican restaurant']
Tacos Mi Pueblo,Westminster,1.6,24,['Mexican restaurant']
El Chef Tacos,Westminster,2.2,72,['Mexican restaurant']
Taco bell,Garden Grove,0.9,35,['Mexican restaurant']
Achiote Grill,Huntington Beach,2.6,57,['Mexican restaurant']
Rubio's,Huntington Beach,2.3,188,['Mexican restaurant']
Peruvian Rotisserie Chicken,Huntington Beach,2.1,65,['Peruvian restaurant']
Del Taco,Bakersfield,2.0,576,['Mexican restaurant']
Taqueria La Fortuna Taco Truck,Santa Ana,2.3,26,['Mexican restaurant']
Corazon Cocina,Garden Grove,1.8,23,['Mexican restaurant']
Las Brisas Autentic Mexican,Anaheim,2.2,26,['Mexican restaurant']
Taqueria Los Altos,Anaheim,2.1,36,['Mexican restaurant']
El Pollo Loco,Burbank,1.9,231,['Mexican restaurant']
Phở 45,Garden Grove,2.4,578,['Central American restaurant']
Molcajete Grill,Westminster,2.2,99,['Mexican restaurant']
Cristi's Restaurant,Anaheim,3.3,18,['Mexican restaurant']
Tacos 3 Amigos,Stanton,1.8,54,['Mexican restaurant']
Lucero's Mexican Food,Westminster,2.4,13,['Mexican restaurant']
Suazos Tacos,Stanton,2.0,25,['Mexican restaurant']
Del Taco,Bakersfield,1.5,1118,['Mexican restaurant']
Mariscos Vista Del Mar,Stanton,1.9,64,['Mexican restaurant']
Taqueria De Anda,Anaheim,1.9,30,['Mexican restaurant']
Arbol del Tule,Anaheim,1.7,50,['Mexican restaurant']
tacos la calle,Buena Park,2.1,220,['Mexican restaurant']
Taqueria San Martin,Anaheim,1.3,26,['Mexican restaurant']
Paco's Tacos,Anaheim,2.3,36,"['Mexican restaurant', 'Latin American restaurant']"
Carnitas Don Julián,Santa Ana,2.8,34,['Mexican restaurant']
Ceviche 19,Anaheim,2.4,22,['Peruvian restaurant']
Taqueria Guerrero #2,Anaheim,1.9,52,"['Mexican restaurant', 'Latin American restaurant']"
Super Torta Mexican Food,Anaheim,2.2,77,['Mexican restaurant']
Pacos Tacos Stand,Fullerton,2.3,52,['Mexican restaurant']
La Ranchera Mexican Food,La Habra,2.1,119,"['Mexican restaurant', 'Latin American restaurant']"
Cabo Taco Baja Grill,La Mirada,2.8,123,['Mexican restaurant']
La Casa Del Cocinero,La Mirada,2.2,16,['Mexican restaurant']
Don Pollo,Fullerton,2.2,44,['Mexican restaurant']
La casita olvera,La Habra,2.8,18,['Mexican restaurant']
Guacamole Grill,Lakewood,2.5,41,['Mexican restaurant']
The Green Chili Jr,Santa Fe Springs,1.7,17,"['Mexican restaurant', 'Latin American restaurant']"
Smart Choice Supermarket,Norwalk,1.9,13,['Mexican restaurant']
Marlin Restaurant- Mexican & Seafood,Artesia,3.1,12,['Mexican restaurant']
Mar y Tierra Tacos Fish,Norwalk,2.4,25,['Mexican restaurant']
Señor Baja,Norwalk,2.1,328,"['Mexican restaurant', 'Latin American restaurant']"
Mejia's Mexican Food,Lakewood,2.9,12,['Mexican restaurant']
El Rocoto,Cerritos,2.5,385,['Peruvian restaurant']
El Costeño Mexican Kitchen Tacos & Seafood,Hawaiian Gardens,2.5,29,['Mexican restaurant']
Del Taco,Bakersfield,1.7,744,['Mexican restaurant']
Hortencias OC Mexican grill,Los Alamitos,2.6,39,['Mexican restaurant']
Mariscos Las Islitas - Anaheim St.,Long Beach,1.3,10,['Mexican restaurant']
Tacos los 2 pollitos,Long Beach,1.9,19,['Mexican restaurant']
Taqueria Los Tres Garcias,Long Beach,2.5,32,['Mexican restaurant']
Pancho's Tacos Truck,Long Beach,2.4,12,['Mexican restaurant']
El Burrito Grill,Long Beach,2.5,255,"['Mexican restaurant', 'Latin American restaurant']"
Urban Chopsticks,Bellflower,2.7,12,['Mexican restaurant']
El Pollo Loco,Burbank,1.5,311,['Mexican restaurant']
El Torito,Burbank,2.1,956,['Mexican restaurant']
Albert Fresh Mexican Food,Long Beach,1.9,175,"['Mexican restaurant', 'Latin American restaurant']"
Chipotle Mexican Grill,Anaheim,1.7,10,['Mexican restaurant']
La Casita Rivera,Long Beach,2.5,186,['Mexican restaurant']
Los Tres Pollos #3,Long Beach,2.4,113,['Mexican restaurant']
O' Paloma,Long Beach,3.9,10,['Mexican restaurant']
Tacos Guadalajara,Long Beach,1.9,22,['Mexican restaurant']
Pancho Villa Restaurant,Long Beach,2.5,36,['Mexican restaurant']
Ms Whis Fiesta Mexicana,Long Beach,2.2,16,['Mexican restaurant']
Taqueria Los Primos #2,Long Beach,1.9,23,['Mexican restaurant']
Tacos El Puma,Los Angeles,2.1,15,['Mexican restaurant']
Tacos Estilo D.F,Carson,2.3,33,['Mexican restaurant']
Quesadilla Loca Estilo D.F Antojitos Mexicanos,Los Angeles,2.9,13,['Mexican restaurant']
El Rinconcito Taqueria,Carson,2.6,22,['Mexican restaurant']
Carnitas El Mirador,Los Angeles,1.8,21,['Mexican restaurant']
Tacos Estilo DF,Los Angeles,1.6,19,['Mexican restaurant']
QMT Quiero Más Tacos,Los Angeles,2.2,12,['Mexican restaurant']
El Cuco Restaurant,Los Angeles,1.8,51,"['Latin American restaurant', 'Mexican restaurant']"
Xalisco Tacos,Los Angeles,1.5,11,['Mexican restaurant']
Tacos Y Mariscos,Los Angeles,2.0,38,['Mexican restaurant']
Green Onion Mexican Restaurant,Los Angeles,2.5,686,['Mexican restaurant']
Las Brisas #1,Los Angeles,2.6,49,"['Mexican restaurant', 'Latin American restaurant']"
Burrito Factory,Los Angeles,1.4,40,['Mexican restaurant']
Seaside Bistro,Los Angeles,3.2,21,['Mexican restaurant']
George Lopez's Chingon Kitchen,Torrance,2.6,11,['Mexican restaurant']
Maria's Mexican Restaurant,Torrance,2.0,15,['Mexican restaurant']
Chipotle Mexican Grill,Anaheim,1.8,85,['Mexican restaurant']
Frida Mexican Cuisine,Torrance,2.4,610,['Mexican restaurant']
Mi Burrito Mexican Grill,Redondo Beach,3.6,18,['Mexican restaurant']
Sub Society Incredible Sandwiches,Torrance,2.7,31,['Brazilian restaurant']
El Jefes Taco Shop,San Diego,2.5,12,['Mexican restaurant']
South Beach Bar & Grille,San Diego,2.4,1479,['Mexican restaurant']
"Casa de Freds, Tacos y Tequila",San Diego,2.2,837,['Mexican restaurant']
Los Locos Mexican Restaurant,San Diego,1.8,86,['Mexican restaurant']
Oscar's Authentic Mexican Food,San Diego,1.8,53,['Mexican restaurant']
The Latin Chef Liberty Station,San Diego,2.8,58,['Peruvian restaurant']
Rubio's,Huntington Beach,2.2,27,['Mexican restaurant']
Chipotle Mexican Grill,Anaheim,2.2,17,['Mexican restaurant']
Sabor A Malibu,Malibu,2.5,15,['Mexican restaurant']
Cut360 Westlake,Thousand Oaks,2.6,19,['Brazilian restaurant']
Limeña Peruvian Eatery,Thousand Oaks,3.3,13,['Peruvian restaurant']
Chef Burger,Thousand Oaks,2.0,26,['Mexican restaurant']
El Taco Chico,Oak Park,2.3,19,['Mexican restaurant']
Taco Bell,Alameda,1.5,262,['Mexican restaurant']
Tortilleria Guadalajara,Thousand Oaks,1.9,48,['Mexican restaurant']
Taqueria El 14,Moorpark,2.1,11,['Mexican restaurant']
Chipotle Mexican Grill,Anaheim,1.7,19,['Mexican restaurant']
Don Taco Truck,Somis,3.0,18,['Mexican restaurant']
Los Arroyos Camarillo Mexican Restaurant & Take Out,Camarillo,2.0,192,['Mexican restaurant']
Gonzalez Restaurant,Oxnard,1.7,15,['Mexican restaurant']
Oaxaco Restaurant,Oxnard,2.0,67,['Mexican restaurant']
Tortilleria la rancherita,Oxnard,3.0,10,['Mexican restaurant']
Garcias Restaurant & Catering,Oxnard,2.7,14,"['Mexican restaurant', 'Latin American restaurant']"
Sabra Fish Grill,Oxnard,3.1,12,['Cuban restaurant']
Taqueria El Tapatio #12,Oxnard,1.7,32,['Mexican restaurant']
Fresh Burrito Mexican Grill,Ventura,2.5,70,['Mexican restaurant']
El Forastero,Oxnard,2.6,13,['Mexican restaurant']
Arco Iris Juice Bar & Restaurant,Oxnard,2.1,117,['Mexican restaurant']
Restaurant Miramar,Oxnard,1.6,23,['Mexican restaurant']
El Tenampa,Oxnard,1.6,41,['Mexican restaurant']
Roger's Cafe,Oxnard,2.2,30,['Mexican restaurant']
Taqueria Hernandez,Oxnard,2.3,62,['Mexican restaurant']
La Frutifresca,Oxnard,2.4,29,['Mexican restaurant']
Fresh Mex Bar & Grill,Oxnard,1.6,65,['Mexican restaurant']
Las Playas de Don Arturo,Oxnard,2.7,41,['Mexican restaurant']
Tacos Jerez,Oxnard,2.3,50,['Mexican restaurant']
La Cocina Rica Restaurant,Oxnard,1.9,23,['Mexican restaurant']
Mexican Express,Oxnard,2.8,23,['Mexican restaurant']
Rosales Mexican Restaurant,Santa Barbara,2.5,154,['Mexican restaurant']
Tangonadas,Santa Barbara,3.1,11,"['Argentinian restaurant', 'Cuban restaurant']"
Yona Redz,Santa Barbara,2.2,21,['Mexican restaurant']
Taqueria Santa Barbara,Santa Barbara,3.6,10,['Mexican restaurant']
Rosarito,Isla Vista,1.8,39,['Mexican restaurant']
El Pollo Rico,Goleta,2.5,32,['Mexican restaurant']
La Fuente Mexican Restaurant,Ojai,2.4,94,"['Mexican restaurant', 'Latin American restaurant']"
Las Delicias Cafe,Ventura,2.7,24,['Mexican restaurant']
Beach House Tacos,Ventura,2.4,495,['Mexican restaurant']
La Mancha,Ventura,1.1,12,['Mexican restaurant']
El Taco De Guadalajara,Ventura,1.6,39,['Mexican restaurant']
Taqueria Lago Azul,Santa Paula,2.1,52,"['Mexican restaurant', 'Latin American restaurant']"
Taqueria 3 Estrellas,Santa Paula,2.3,42,['Mexican restaurant']
Del Taco,Bakersfield,1.4,724,['Mexican restaurant']
El Taco Loco,Bakersfield,1.8,499,"['Mexican restaurant', 'Latin American restaurant']"
La Gran Villa,Bakersfield,1.0,23,['Mexican restaurant']
El Portal Restaurant,Bakersfield,2.0,81,"['Mexican restaurant', 'Latin American restaurant']"
Cactus Bar & Grill,Bakersfield,1.6,11,"['Mexican restaurant', 'Latin American restaurant']"
Del Taco,Bakersfield,1.6,1028,['Mexican restaurant']
Del Taco,Bakersfield,1.8,20,['Mexican restaurant']
Los Alteños Taqueria,Shafter,2.5,20,['Mexican restaurant']
Ajua! Modern Taqueria,Bakersfield,2.1,105,['Mexican restaurant']
La Fonda Mexican Grill & Cantina,Bakersfield,2.4,31,['Mexican restaurant']
Tacos La Villa,Bakersfield,1.8,464,['Mexican restaurant']
Panda Gordo,Bakersfield,2.3,10,['Mexican restaurant']
El Tecolote Sinaloense,Bakersfield,1.7,18,['Mexican restaurant']
Tacos El Gordo Authentic Mexican Food,Bakersfield,2.3,16,['Mexican restaurant']
Tacos Los Amigos,Bakersfield,1.8,10,"['Mexican restaurant', 'Latin American restaurant']"
Pollo Del Norte,Bakersfield,1.7,68,"['Latin American restaurant', 'Mexican restaurant']"
Mi Sinaloa Restaurant,Bakersfield,2.7,17,['Mexican restaurant']
El Abuelo #2,Bakersfield,1.9,14,['Mexican restaurant']
La Villa Taqueria,Bakersfield,1.7,457,['Mexican restaurant']
El asadero taco grill,Bakersfield,2.5,22,['Mexican restaurant']
Fountain Springs El Tapatio,Porterville,2.9,17,['Mexican restaurant']
El Nuevo Mexicali III,Springville,2.6,64,['Mexican restaurant']
"Taco Truck ""La Sabrosa""",Porterville,2.5,11,['Mexican restaurant']
Asadas Mexican Restaurant,Porterville,2.4,22,['Mexican restaurant']
La Guadalupana Meat Market,Terra Bella,1.8,13,['Mexican restaurant']
EL GRULLENSE RICO,Terra Bella,2.3,25,['Mexican restaurant']
Taqueria La Unica Strathmore,Strathmore,2.0,24,['Mexican restaurant']
China's Alley,Lindsay,2.3,241,['Mexican restaurant']
Tacos Alejandra,Porterville,2.1,51,['Mexican restaurant']
Los Primos Taqueria Y Restaurant,Pixley,2.2,53,['Mexican restaurant']
Taco Truck,Pixley,2.3,17,['Mexican restaurant']
MARISCOS DEL PACIFICO,Delano,2.5,40,['Mexican restaurant']
El Huarache Loco,Delano,1.8,138,['Mexican restaurant']
Taco Factory,Delano,2.4,153,['Mexican restaurant']
Taqueria Gudino,Richgrove,2.3,77,"['Mexican restaurant', 'Latin American restaurant']"
Casa de las Fajitas,McFarland,2.4,23,['Mexican restaurant']
The Taco Truck,McFarland,1.9,28,['Mexican restaurant']
La Cabanita,Wasco,2.2,54,['Mexican restaurant']
El Burrito Loco,Wasco,2.2,57,"['Mexican restaurant', 'Latin American restaurant']"
Tortilleria Zeamays,Wasco,2.5,10,['Mexican restaurant']
Cesi's Cafe,Alpaugh,3.3,19,['Mexican restaurant']
Brasas Mexican Grill,Corcoran,2.1,29,['Mexican restaurant']
El Sabroso,Buttonwillow,2.4,53,['Mexican restaurant']
Mariscos Taco de Mexico,Taft,1.9,21,['Mexican restaurant']
Restaurante Las Fogatas,Taft,2.2,22,['Mexican restaurant']
7 Luminarias,Guadalupe,2.4,50,['Mexican restaurant']
Morenos Taqueria,Pismo Beach,3.2,21,['Mexican restaurant']
La Unica,Santa Maria,2.2,92,['Mexican restaurant']
Vaqueras,Santa Maria,1.4,50,['Mexican restaurant']
Tacos El Tizon 2,Santa Maria,1.9,45,['Mexican restaurant']
Taqueria Carmelita,Santa Maria,1.8,35,"['Mexican restaurant', 'Latin American restaurant']"
Alebrijes Oaxacan Restaurant,Santa Maria,2.5,33,['Mexican restaurant']
Taqueria Robles,Santa Maria,1.9,14,['Mexican restaurant']
Tia Juanita's,Atascadero,2.5,41,['Mexican restaurant']
La Parrilla Taqueria,Atascadero,2.8,37,['Mexican restaurant']
Chili's Grill & Bar,Paso Robles,1.9,597,['Mexican restaurant']
Gringo Tacos Burritos and More,Paso Robles,2.5,19,['Mexican restaurant']
La Adelita Mexican Restaurant,Atascadero,2.1,43,['Mexican restaurant']
Chronic Tacos,Dana Point,1.7,72,['Mexican restaurant']
Taqueria Santa Cruz Express 2,San Luis Obispo,2.8,21,['Mexican restaurant']
Tacos El Tizon 3,San Luis Obispo,2.1,98,['Mexican restaurant']
Hana Kitchen,Isla Vista,1.9,343,['Mexican restaurant']
Su Casa Fresh Mexican Grill,Santa Barbara,2.9,29,['Mexican restaurant']
Uptown Bar & Lounge,Santa Barbara,3.2,140,['Mexican restaurant']
Del Lobo Mexican Grille,Reno,1.3,5,['Mexican restaurant']
Laughing Planet Cafe,Reno,3.7,695,['Mexican restaurant']
Super Burrito,Reno,2.4,236,['Mexican restaurant']
Jack in the Box,Reno,1.2,61,['Mexican restaurant']
Jimboy's Tacos,Sparks,1.8,48,['Mexican restaurant']
Si Amigos Mexican Restaurant,Reno,3.3,226,['Mexican restaurant']
Miguel's Mexican Food,Reno,2.8,297,['Mexican restaurant']
Flor De Maiz,Santa Barbara,3.6,440,['Mexican restaurant']
Alfredo's Cafe,Sun Valley,2.0,7,['Mexican restaurant']
Chili's,Reno,2.4,158,['Mexican restaurant']
Padaro Beach Grill,Carpinteria,3.8,910,['Mexican restaurant']
Jack in the Box,Reno,1.0,33,['Mexican restaurant']
El Pollo Loco,Sparks,1.8,65,['Mexican restaurant']
Roberto's Taco Shop,Reno,1.7,350,['Mexican restaurant']
Los Compadres,Reno,3.0,332,['Mexican restaurant']
Elubia's Kitchen,Goleta,4.1,77,"['Mexican restaurant', 'Latin American restaurant', 'Salvadoran restaurant']"
El Sitio,Santa Barbara,2.5,38,['Mexican restaurant']
La Salsa Fresh Mexican Grill,Santa Barbara,3.5,26,['Mexican restaurant']
Del Taco,Sparks,1.3,41,['Mexican restaurant']
El Taco Grande,Carpinteria,2.1,117,['Mexican restaurant']
Los Compadres Mexican Restaurant,Sparks,2.6,236,['Mexican restaurant']
Reynaldo's  Bakery,Carpinteria,3.5,133,['Mexican restaurant']
El Zarape,Santa Barbara,3.2,87,['Mexican restaurant']
Fiesta Mexicana,Sparks,3.2,119,['Mexican restaurant']
Raspados La perla Jalisco,Reno,3.5,30,['Mexican restaurant']
Daddy's Tacos NV,Sparks,4.2,64,['Mexican restaurant']
Mari Chuy’s Tequileria - Rancharrah,Reno,3.0,25,['Mexican restaurant']
Jack in the Box,Sparks,1.7,44,['Mexican restaurant']
La Paloma Cafe,Santa Barbara,4.0,77,['Mexican restaurant']
Maria's Mexican Restaurant,Verdi,3.4,100,['Mexican restaurant']
Delgado's Mexican Foods,Carpinteria,2.6,246,['Mexican restaurant']
Abel's Del Real Pub & Grill,Reno,4.3,63,['Mexican restaurant']
Alfredo Tacos,Sun Valley,1.2,6,['Mexican restaurant']
QDOBA Mexican Eats,Sparks,1.7,103,['Mexican restaurant']
Tacos Jalisco Grill & Cantina,Reno,3.1,401,['Mexican restaurant']
Taco Bell,Carpinteria,1.3,34,['Mexican restaurant']
Cafe Del Rio,Virginia City,3.7,270,['Mexican restaurant']
La Super-Rica Taqueria,Santa Barbara,3.1,1802,['Mexican restaurant']
De La Guerra Dining Commons,Santa Barbara,2.3,6,['Mexican restaurant']
Pepe's Mexican Restaurant,Goleta,2.8,212,['Mexican restaurant']
Antonio's Mexican Grill,Reno,3.4,314,['Mexican restaurant']
La Guerrerita Mexican Food,Goleta,3.3,132,['Mexican restaurant']
Taqueria Los 3 Toritos,Reno,3.6,64,['Mexican restaurant']
Jimboy's Tacos,Reno,1.6,123,['Mexican restaurant']
Albita's Mexican Restaurant,Reno,3.6,136,['Mexican restaurant']
The Lake Bar & Grill,Sparks,2.8,165,['Mexican restaurant']
Murrietas,Sparks,2.6,244,['Mexican restaurant']
Tortas Ebenezer,Sparks,3.7,24,['Mexican restaurant']
Buena Onda at Mosaic Locale,Santa Barbara,4.1,35,['Argentinian restaurant']
QDOBA Mexican Eats,Reno,2.1,78,['Mexican restaurant']
Las Cebollitas,Reno,4.6,7,['Mexican restaurant']
Asi Es Mi Tierra,Reno,3.3,35,"['Salvadoran restaurant', 'Latin American restaurant', 'Mexican restaurant']"
Carlillos Cocina,Sparks,4.2,830,['Mexican restaurant']
La Playa Azul Cafe,Santa Barbara,3.4,329,['Mexican restaurant']
El Paisano Restaurant,Reno,3.0,224,"['Mexican restaurant', 'Salvadoran restaurant', 'Latin American restaurant']"
Primo Pizza,Sparks,1.7,7,['Mexican restaurant']
Taqueria El Taconazo,Sparks,3.1,140,['Mexican restaurant']
Fiesta Market & Deli,Carpinteria,3.2,27,['Mexican restaurant']
La Carreta Food Truck,Sparks,3.7,6,['Mexican restaurant']
Lilly's Tacos,Santa Barbara,3.5,1246,['Mexican restaurant']
La Barca Mexican Store,Reno,3.2,63,['Mexican restaurant']
Domingo's Cafe,Goleta,3.6,257,['Mexican restaurant']
Reyes Market,Carpinteria,3.5,112,['Mexican restaurant']
El Jefe's Cantina,Reno,2.3,159,['Mexican restaurant']
Los Altos Restaurant,Santa Barbara,3.7,167,['Mexican restaurant']
Rudy's,Santa Barbara,3.0,98,['Mexican restaurant']
Panaderia Jalisco Bakery & Deli,Reno,3.8,41,['Mexican restaurant']
Super Cuca's Restaurant,Santa Barbara,3.2,282,['Mexican restaurant']
Bertha Miranda's Mexican Food Restaurant and Cantina,Reno,3.0,454,['Mexican restaurant']
Panaderia Las Palomas,Reno,3.5,76,['Mexican restaurant']
Jack in the Box,Reno,1.0,33,['Mexican restaurant']
Bistro Habanero,Reno,3.2,266,"['Latin American restaurant', 'Salvadoran restaurant', 'Mexican restaurant']"
Beline Carncerica and Deli,Reno,4.2,59,['Mexican restaurant']
Brasil Arts Cafe,Santa Barbara,3.5,367,['Brazilian restaurant']
Nevada Taco Grill,Reno,2.2,6,['Mexican restaurant']
Los Cuatro Vientos,Reno,3.1,98,['Mexican restaurant']
Branding Iron Cafe,Reno,2.5,84,['Mexican restaurant']
Carlitos Cafe Y Cantina,Santa Barbara,3.0,750,['Mexican restaurant']
Sunrise Café,Reno,3.3,255,['Mexican restaurant']
Los Chilaquiles Mexican Breakfast,Reno,4.0,32,['Mexican restaurant']
Palapa,Santa Barbara,3.2,240,['Mexican restaurant']
El Paseo Mexican Restaurant,Santa Barbara,2.7,266,['Mexican restaurant']
DE LEON MEXICAN FOOD,Reno,3.8,74,['Mexican restaurant']
Gringo's,Reno,1.2,7,['Mexican restaurant']
Tacos Para 2,Reno,3.8,12,['Mexican restaurant']
Sandbar,Santa Barbara,3.1,1590,['Mexican restaurant']
Carniceria Tejaro,Reno,1.7,6,['Mexican restaurant']
Rosarito,Isla Vista,1.4,118,['Mexican restaurant']
Mi Ranchito,Reno,3.5,185,['Mexican restaurant']
Los Gallos Taqueria,Reno,3.0,286,['Mexican restaurant']
Del Pueblo Cafe,Santa Barbara,2.9,221,['Mexican restaurant']
Los Potrillos Taqueria,Reno,2.5,78,['Mexican restaurant']
Antojitos El Mundo Latino,Reno,2.4,10,['Latin American restaurant']
Santa Barbara Food Connection,Goleta,3.8,10,['Mexican restaurant']
Tacos Los Charros,Reno,4.3,5,['Mexican restaurant']
Los Famosos Pillulles Tacos,Sparks,3.6,18,['Mexican restaurant']
Food + Drink,Reno,4.4,80,['Mexican restaurant']
Del Taco,Reno,1.4,52,['Mexican restaurant']
Cesar's Place,Santa Barbara,2.8,120,['Mexican restaurant']
Taco Bell,Reno,0.7,69,['Mexican restaurant']
Burrito Bandito,Sparks,2.8,123,['Mexican restaurant']
Rasta Taco Catering,Carpinteria,2.7,9,['Mexican restaurant']
Taco Bell,Reno,0.3,41,['Mexican restaurant']
Taco's To Go,Carpinteria,3.0,87,['Mexican restaurant']
Taco Bell,Reno,1.1,7,['Mexican restaurant']
Chili's,Goleta,1.5,202,['Mexican restaurant']
El Sitio,Goleta,2.3,80,['Mexican restaurant']
Murrieta's,Reno,2.8,381,['Mexican restaurant']
Tacos El Rey,Reno,2.9,120,['Mexican restaurant']
El Pescador Mexican Food,Reno,2.7,157,['Mexican restaurant']
